🇨🇳｜央视频道,#genre#
CCTV1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001018/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV1,http://111.20.33.93/PLTV/88888893/224/3221226239/index.m3u8
CCTV1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001326/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2,http://39.134.63.11:6610/PLTV/88888888/224/3221225588/index.m3u8?i
CCTV2,http://39.134.193.100:6610/030000001001/cctv-2/1.m3u8?i
CCTV2,http://117.148.129.9/PLTV/88888888/224/3221232777/index.m3u8
CCTV2,http://111.11.123.49:6610/000000001000/6712427732700951500/1.m3u8?Contentid=6712427732700951500&livemode=1&stbId=3&channel-id=bestzb
CCTV2,http://111.11.123.49:6610/000000001000/7501364488890008391/1.m3u8?Contentid=7501364488890008391&livemode=1&stbId=3&channel-id=hnbblive
CCTV2,http://111.11.123.49:6610/000000001000/5000000005000031113/1.m3u8?Contentid=5000000005000031113&livemode=1&stbId=3&channel-id=bestzb
CCTV2,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225572/2/index.m3u8?fmt=ts2hls
CCTV2,http://111.40.196.9/PLTV/88888888/224/3221225553/index.m3u8
CCTV2,http://39.134.65.149/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.143/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.132/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://111.11.123.49:6610/000000001000/5353323539453949720/1.m3u8?Contentid=5353323539453949720&livemode=1&stbId=3&channel-id=ystenlive
CCTV2,http://39.134.65.151/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://111.40.196.9/PLTV/88888888/224/3221225488/index.m3u8
CCTV2,http://39.134.65.145/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.147/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://39.134.65.130/PLTV/88888888/224/3221225599/1.m3u8
CCTV2,http://111.20.35.103:6610/yinhe/2/ch00000090990000001021/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2,http://111.20.35.103:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225762/1.m3u8
CCTV3,http://117.148.129.9/PLTV/88888888/224/3221232794/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226398/1.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225782/1.m3u8
CCTV3,http://newvideo.dangtutv.cn:8278/CCTVzongyi/playlist.m3u8
CCTV3,http://140.207.241.3:8080/live/program/live/cctv3/1300000/d1.m3u8
CCTV3,http://123.6.9.146/live/jz-cctv-3/live.m3u8
CCTV3,http://111.11.123.49:6610/000000001000/4871512150101568971/1.m3u8?Contentid=4871512150101568971&livemode=1&stbId=3&channel-id=bestzb
CCTV3,http://111.40.196.9/PLTV/88888888/224/3221225555/index.m3u8
CCTV3,http://111.20.33.93/PLTV/88888893/224/3221226398/index.m3u8
CCTV3,http://111.20.35.103:6610/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV3,http://111.20.35.103:6610/yinhe/2/ch00000090990000001839/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV4,http://39.134.63.11:6610/PLTV/88888888/224/3221226007/index.m3u8?i
CCTV4,http://39.134.193.100:6610/030000001001/cctv-4/1.m3u8?i
CCTV4,http://111.40.196.9/PLTV/88888888/224/3221225557/index.m3u8
CCTV4,http://111.11.123.49:6610/000000001000/6529283685694841127/1.m3u8?Contentid=6529283685694841127&livemode=1&stbId=3&channel-id=bestzb
CCTV4,http://111.11.123.49:6610/000000001000/4719673858948437836/1.m3u8?Contentid=4719673858948437836&livemode=1&stbId=3&channel-id=wasusyt
CCTV4,http://111.11.123.49:6610/000000001000/8830950643842119430/1.m3u8?Contentid=8830950643842119430&livemode=1&stbId=3&channel-id=hnbblive
CCTV4,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225571/2/index.m3u8?fmt=ts2hls
CCTV4,http://39.134.65.149/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.151/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://111.11.123.49:6610/000000001000/8183388942203045169/1.m3u8?Contentid=8183388942203045169&livemode=1&stbId=3&channel-id=ystenlive
CCTV4,http://39.134.65.145/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.143/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://111.40.196.9/PLTV/88888888/224/3221225490/index.m3u8
CCTV4,http://39.134.65.147/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://39.134.65.141/PLTV/88888888/224/3221225797/1.m3u8
CCTV4,http://111.20.35.103:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV4,http://117.148.129.9/PLTV/88888888/224/3221232797/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225781/1.m3u8
CCTV4,http://140.207.241.3:8080/live/program/live/cctv4/1300000/d1.m3u8
CCTV5,http://117.148.129.9/PLTV/88888888/224/3221232929/index.m3u8
CCTV5,http://117.148.129.9/PLTV/88888888/224/3221232788/index.m3u8
CCTV5,http://117.148.129.9/PLTV/88888888/224/3221231510/index.m3u8
CCTV5,http://111.40.196.9/PLTV/88888888/224/3221225743/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225780/1.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226396/1.m3u8
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
CCTV5,http://111.20.35.103:6610/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5,http://111.20.35.103:6610/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5,http://111.20.33.93/PLTV/88888893/224/3221226396/index.m3u8
CCTV5,http://140.207.241.3:8080/live/program/live/cctv5/1300000/d1.m3u8
CCTV5,http://hbrx.chinashadt.com:1936/live/5.stream/playlist.m3u8
CCTV5,http://123.6.9.146/live/jz-cctv-5/live.m3u8
CCTV6,http://117.148.129.9/PLTV/88888888/224/3221232780/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225779/1.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226394/1.m3u8
CCTV6,http://140.207.241.3:8080/live/program/live/cctv6/1300000/d1.m3u8
CCTV6,http://58.241.125.210:9192/live/hls/4.m3u8
CCTV6,http://123.6.9.146/live/jz-cctv-6/live.m3u8
CCTV6,http://202.107.188.139:5002/cctv6_hdgq.m3u8?token=guoziyun
CCTV6,http://111.20.35.103:6610/yinhe/2/ch00000090990000001588/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6,http://111.20.33.93/PLTV/88888893/224/3221226394/index.m3u8
CCTV6,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV7,http://111.11.123.49:6610/000000001000/7319070262144570132/1.m3u8?Contentid=7319070262144570132&livemode=1&stbId=3&channel-id=bestzb
CCTV7,http://111.11.123.49:6610/000000001000/7787764357983924496/1.m3u8?Contentid=7787764357983924496&livemode=1&stbId=3&channel-id=hnbblive
CCTV7,http://202.107.188.139:5002/cctv7_hdcq.m3u8?token=guoziyun
CCTV7,http://39.134.193.100:6610/030000001001/cctv-7/1.m3u8?i
CCTV7,http://117.148.129.9/PLTV/88888888/224/3221232783/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225778/1.m3u8
CCTV7,http://140.207.241.3:8080/live/program/live/cctv7/1300000/d1.m3u8
CCTV7,http://123.6.9.146/live/jz-cctv-7/live.m3u8
CCTV7,http://202.107.188.139:5002/cctv7_hdgq.m3u8?token=guoziyun
CCTV7,http://111.63.117.13:6060/030000001000/CCTV-7/CCTV-7.m3u8
CCTV7,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-7/1.m3u8;{User-Agent@0151}
CCTV7,http://111.11.123.49:6610/000000001000/7050628689018054317/1.m3u8?Contentid=7050628689018054317&livemode=1&stbId=3&channel-id=ystenlive
CCTV7,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225570/2/index.m3u8?fmt=ts2hls
CCTV7,http://39.136.48.53:8089/PLTV/88888888/224/3221225887/index.m3u8
CCTV7,http://111.20.33.93/PLTV/88888893/224/3221226248/index.m3u8
CCTV7,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV7,http://111.20.35.103:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV8,http://111.20.35.103:6610/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV8,http://111.20.33.93/PLTV/88888893/224/3221226407/index.m3u8
CCTV8,http://111.20.35.103:6610/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV8,http://117.148.129.9/PLTV/88888888/224/3221232786/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225759/1.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226407/1.m3u8
CCTV8,http://hbry.chinashadt.com:1938/live/1002.stream_360p/playlist.m3u8
CCTV8,http://140.207.241.3:8080/live/program/live/cctv8/1300000/d1.m3u8
CCTV8,http://39.134.19.135/PLTV/88888888/224/3221225666/1.m3u8
CCTV8,http://111.63.117.13:6060/030000001000/G_CCTV-8/G_CCTV-8.m3u8
CCTV9,http://111.11.123.49:6610/000000001000/5000000001000024017/1.m3u8?Contentid=5000000001000024017&livemode=1&stbId=3&channel-id=bestzb
CCTV9,http://111.11.123.49:6610/000000001000/5117943747640013023/1.m3u8?Contentid=5117943747640013023&livemode=1&stbId=3&channel-id=hnbblive
CCTV9,http://202.107.188.139:5002/cctv9_hdcq.m3u8?token=guoziyun
CCTV9,http://202.107.188.140:5002/cctv9_hdcq.m3u8?token=guoziyun
CCTV9,http://117.148.129.9/PLTV/88888888/224/3221232800/index.m3u8
CCTV9,http://202.107.188.140:5002/cctv9_hdgq.m3u8?token=guoziyun
CCTV9,http://202.107.188.139:5002/cctv9_hdgq.m3u8?token=guoziyun
CCTV9,http://111.63.117.13:6060/030000001000/G_CCTV-9/G_CCTV-9.m3u8
CCTV9,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-news/1.m3u8;{User-Agent@0151}
CCTV9,http://202.107.188.140:5002/cctv9_hdbq.m3u8?token=guoziyun
CCTV9,http://111.20.35.103:6610/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225758/1.m3u8
CCTV9,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225920/2/index.m3u8?fmt=ts2hls
CCTV9,http://140.207.241.3:8080/live/program/live/cctv9/1200000/d1.m3u8
CCTV9,http://123.6.9.146/live/jz-cctv-9/live.m3u8
CCTV10,http://111.11.123.49:6610/000000001000/6099129499930970995/1.m3u8?Contentid=6099129499930970995&livemode=1&stbId=3&channel-id=hnbblive
CCTV10,http://39.134.193.100:6610/030000001001/cctv-10/1.m3u8?i
CCTV10,http://111.11.123.49:6610/000000001000/7019587760656900133/1.m3u8?Contentid=7019587760656900133&livemode=1&stbId=3&channel-id=ystenlive
CCTV10,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225569/2/index.m3u8?fmt=ts2hls
CCTV10,http://111.40.196.9/PLTV/88888888/224/3221225494/index.m3u8
CCTV10,http://111.20.35.103:6610/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV10,http://117.148.129.9/PLTV/88888888/224/3221232789/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225777/1.m3u8
CCTV10,http://140.207.241.3:8080/live/program/live/cctv10/1300000/d1.m3u8
CCTV10,http://123.6.9.146/live/jz-cctv-10/live.m3u8
CCTV10,http://111.63.117.13:6060/030000001000/CCTV-10/CCTV-10.m3u8
CCTV10,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-10/1.m3u8;{User-Agent@0151}
CCTV10,http://hbwq.chinashadt.com:2035/live/stream:cctv10.stream/playlist.m3u8
CCTV11,http://111.11.123.49:6610/000000001000/5934529806195667858/1.m3u8?Contentid=5934529806195667858&livemode=1&stbId=3&channel-id=bestzb
CCTV11,http://111.11.123.49:6610/000000001000/8983629816140945539/1.m3u8?Contentid=8983629816140945539&livemode=1&stbId=3&channel-id=wasusyt
CCTV11,http://111.11.123.49:6610/000000001000/5000000006000040011/1.m3u8?Contentid=5000000006000040011&livemode=1&stbId=3&channel-id=bestzb
CCTV11,http://111.11.123.49:6610/000000001000/5028333576671744004/1.m3u8?Contentid=5028333576671744004&livemode=1&stbId=3&channel-id=hnbblive
CCTV11,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225568/2/index.m3u8?fmt=ts2hls
CCTV11,http://111.40.196.9/PLTV/88888888/224/3221225569/index.m3u8
CCTV11,http://39.136.48.8:8089/PLTV/88888888/224/3221225928/index.m3u8
CCTV11,http://39.136.48.54:8089/PLTV/88888888/224/3221225928/index.m3u8
CCTV11,http://39.136.48.20:8089/PLTV/88888888/224/3221225928/index.m3u8
CCTV11,http://111.20.35.103:6610/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV11,http://111.20.33.93/PLTV/88888893/224/3221226240/index.m3u8
CCTV11,http://111.20.35.103:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV11,http://117.148.179.157/PLTV/88888888/224/3221232843/index.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225776/1.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV11,http://140.207.241.3:8080/live/program/live/cctv11/1300000/d1.m3u8
CCTV12,http://111.11.123.49:6610/000000001000/7353916194983371497/1.m3u8?Contentid=7353916194983371497&livemode=1&stbId=3&channel-id=bestzb
CCTV12,http://111.11.123.49:6610/000000001000/5789397805573190782/1.m3u8?Contentid=5789397805573190782&livemode=1&stbId=3&channel-id=hnbblive
CCTV12,http://39.134.193.100:6610/030000001001/cctv-12/1.m3u8?i
CCTV12,http://111.11.123.49:6610/000000001000/5000000006000040012/1.m3u8?Contentid=5000000006000040012&livemode=1&stbId=3&channel-id=bestzb
CCTV12,http://111.40.196.9/PLTV/88888888/224/3221225571/index.m3u8
CCTV12,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225567/2/index.m3u8?fmt=ts2hls
CCTV12,http://111.11.123.49:6610/000000001000/5325631075193490169/1.m3u8?Contentid=5325631075193490169&livemode=1&stbId=3&channel-id=ystenlive
CCTV12,http://111.40.196.9/PLTV/88888888/224/3221225498/index.m3u8
CCTV12,http://111.20.35.103:6610/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV12,http://117.148.129.9/PLTV/88888888/224/3221232857/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225775/1.m3u8
CCTV12,http://140.207.241.3:8080/live/program/live/cctv12/1300000/d1.m3u8
CCTV12,http://123.6.9.146/live/jz-cctv-12/live.m3u8
CCTV12,http://111.63.117.13:6060/030000001000/CCTV-12/CCTV-12.m3u8
CCTV12,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-12/1.m3u8;{User-Agent@0151}
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13,http://117.148.129.9/PLTV/88888888/224/3221232846/index.m3u8
CCTV13,http://111.11.123.49:6610/000000001000/5644425207501602420/1.m3u8?Contentid=5644425207501602420&livemode=1&stbId=3&channel-id=bestzb
CCTV13,http://111.11.123.49:6610/000000001000/8593685226043367730/1.m3u8?Contentid=8593685226043367730&livemode=1&stbId=3&channel-id=wasusyt
CCTV13,http://111.11.123.49:6610/000000001000/8144735820797832112/1.m3u8?Contentid=8144735820797832112&livemode=1&stbId=3&channel-id=hnbblive
CCTV13,http://111.11.123.49:6610/000000001000/5000000005000001827/1.m3u8?Contentid=5000000005000001827&livemode=1&stbId=3&channel-id=bestzb
CCTV13,http://111.40.196.9/PLTV/88888888/224/3221225575/index.m3u8
CCTV13,http://111.20.35.103:6610/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV13,http://111.20.35.103:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV13,http://111.20.33.93/PLTV/88888893/224/3221226233/index.m3u8
CCTV13,http://lives.jnnews.tv/video/s10001-CCTV/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225617/1.m3u8
CCTV13,http://117.148.179.157/PLTV/88888888/224/3221231636/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225774/1.m3u8
CCTV14,http://111.11.123.49:6610/000000001000/8533174746904291143/1.m3u8?Contentid=8533174746904291143&livemode=1&stbId=3&channel-id=hnbblive
CCTV14,http://39.134.193.100:6610/030000001001/cctv-14/1.m3u8?i
CCTV14,http://111.11.123.49:6610/000000001000/8203666801302077036/1.m3u8?Contentid=8203666801302077036&livemode=1&stbId=3&channel-id=ystenlive
CCTV14,http://111.40.196.9/PLTV/88888888/224/3221225506/index.m3u8
CCTV14,http://111.20.35.103:6610/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV14,http://117.148.129.9/PLTV/88888888/224/3221232849/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225784/1.m3u8
CCTV14,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225565/2/index.m3u8?fmt=ts2hls
CCTV14,http://140.207.241.3:8080/live/program/live/cctvse/1300000/d1.m3u8
CCTV14,http://39.134.19.135/PLTV/88888888/224/3221225658/1.m3u8
CCTV14,http://123.6.9.146/live/jz-cctv-14/live.m3u8
CCTV14,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8
